ZIP,CBSA,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
00910,41980,1.000000000,1.000000000,1.000000000,1.000000000
00911,41980,1.000000000,1.000000000,1.000000000,1.000000000
00912,41980,1.000000000,1.000000000,1.000000000,1.000000000
00913,41980,1.000000000,1.000000000,1.000000000,1.000000000
00914,41980,1.000000000,1.000000000,1.000000000,1.000000000
00915,41980,1.000000000,1.000000000,1.000000000,1.000000000
00916,41980,1.000000000,1.000000000,1.000000000,1.000000000
00917,41980,1.000000000,1.000000000,1.000000000,1.000000000
00918,41980,1.000000000,1.000000000,1.000000000,1.000000000
00919,41980,1.000000000,1.000000000,1.000000000,1.000000000
00920,41980,1.000000000,1.000000000,1.000000000,1.000000000
00921,41980,1.000000000,1.000000000,1.000000000,1.000000000
00922,41980,1.000000000,1.000000000,1.000000000,1.000000000
00923,41980,1.000000000,1.000000000,1.000000000,1.000000000
00924,41980,1.000000000,1.000000000,1.000000000,1.000000000
00925,41980,1.000000000,1.000000000,1.000000000,1.000000000
00926,41980,1.000000000,1.000000000,1.000000000,1.000000000
00927,41980,1.000000000,1.000000000,1.000000000,1.000000000
00928,41980,1.000000000,1.000000000,1.000000000,1.000000000
00929,41980,1.000000000,1.000000000,1.000000000,1.000000000
00931,41980,1.000000000,1.000000000,1.000000000,1.000000000
00934,41980,1.000000000,1.000000000,1.000000000,1.000000000
00935,41980,0.000000000,1.000000000,0.000000000,1.000000000
00936,41980,1.000000000,1.000000000,1.000000000,1.000000000
00937,41980,1.000000000,1.000000000,1.000000000,1.000000000
00940,41980,1.000000000,1.000000000,1.000000000,1.000000000
00949,41980,1.000000000,1.000000000,1.000000000,1.000000000
00950,41980,1.000000000,1.000000000,1.000000000,1.000000000
00951,41980,1.000000000,1.000000000,1.000000000,1.000000000
00952,41980,1.000000000,1.000000000,1.000000000,1.000000000
00953,41980,1.000000000,1.000000000,1.000000000,1.000000000
00954,41980,1.000000000,1.000000000,1.000000000,1.000000000
00956,41980,1.000000000,1.000000000,1.000000000,1.000000000
00957,41980,1.000000000,1.000000000,1.000000000,1.000000000
00958,41980,1.000000000,1.000000000,1.000000000,1.000000000
00959,41980,1.000000000,1.000000000,1.000000000,1.000000000
00960,41980,1.000000000,1.000000000,1.000000000,1.000000000
00961,41980,1.000000000,1.000000000,1.000000000,1.000000000
00962,41980,1.000000000,1.000000000,1.000000000,1.000000000
00963,41980,1.000000000,1.000000000,1.000000000,1.000000000
00965,41980,1.000000000,1.000000000,1.000000000,1.000000000
00966,41980,1.000000000,1.000000000,1.000000000,1.000000000
00968,41980,1.000000000,1.000000000,1.000000000,1.000000000
00969,41980,1.000000000,1.000000000,1.000000000,1.000000000
00970,41980,1.000000000,1.000000000,1.000000000,1.000000000
00971,41980,1.000000000,1.000000000,1.000000000,1.000000000
00975,41980,0.000000000,1.000000000,1.000000000,1.000000000
00976,41980,1.000000000,1.000000000,1.000000000,1.000000000
00977,41980,1.000000000,1.000000000,1.000000000,1.000000000
00979,41980,1.000000000,1.000000000,1.000000000,1.000000000
00981,41980,1.000000000,1.000000000,1.000000000,1.000000000
00982,41980,1.000000000,1.000000000,1.000000000,1.000000000
00983,41980,1.000000000,1.000000000,1.000000000,1.000000000
00984,41980,1.000000000,1.000000000,1.000000000,1.000000000
00985,41980,1.000000000,1.000000000,1.000000000,1.000000000
00986,41980,1.000000000,1.000000000,1.000000000,1.000000000
00987,41980,1.000000000,1.000000000,1.000000000,1.000000000
00988,41980,1.000000000,1.000000000,1.000000000,1.000000000
01001,44140,1.000000000,1.000000000,1.000000000,1.000000000
01002,44140,1.000000000,1.000000000,1.000000000,1.000000000
01003,44140,1.000000000,1.000000000,1.000000000,1.000000000
01004,44140,1.000000000,1.000000000,1.000000000,1.000000000
01005,49340,1.000000000,1.000000000,1.000000000,1.000000000
01007,44140,1.000000000,1.000000000,1.000000000,1.000000000
01008,44140,0.927021696,0.950000000,1.000000000,0.936026936
01008,38340,0.072978304,0.050000000,0.000000000,0.063973064
01009,44140,0.000000000,1.000000000,1.000000000,1.000000000
01010,44140,0.976758045,1.000000000,1.000000000,0.977688787
01010,49340,0.023241955,0.000000000,0.000000000,0.022311213
01011,44140,1.000000000,1.000000000,1.000000000,1.000000000
01012,44140,1.000000000,1.000000000,1.000000000,1.000000000
01013,44140,1.000000000,1.000000000,1.000000000,1.000000000
01014,44140,1.000000000,1.000000000,1.000000000,1.000000000
01020,44140,1.000000000,1.000000000,1.000000000,1.000000000
01021,44140,1.000000000,1.000000000,1.000000000,1.000000000
01022,44140,1.000000000,1.000000000,1.000000000,1.000000000
01026,38340,0.042857143,0.000000000,0.041666667,0.041050903
01026,44140,0.957142857,1.000000000,0.958333333,0.958949097
01027,44140,1.000000000,1.000000000,1.000000000,1.000000000
01028,44140,1.000000000,1.000000000,1.000000000,1.000000000
01029,38340,0.000000000,0.000000000,1.000000000,1.000000000
01030,44140,1.000000000,1.000000000,1.000000000,1.000000000
01031,49340,1.000000000,1.000000000,1.000000000,1.000000000
01032,44140,1.000000000,1.000000000,1.000000000,1.000000000
01033,44140,1.000000000,1.000000000,1.000000000,1.000000000
01034,44140,1.000000000,1.000000000,1.000000000,1.000000000
01035,44140,1.000000000,1.000000000,1.000000000,1.000000000
01036,44140,1.000000000,1.000000000,1.000000000,1.000000000
01037,49340,0.000000000,1.000000000,1.000000000,1.000000000
01038,44140,1.000000000,1.000000000,1.000000000,1.000000000
01039,44140,1.000000000,1.000000000,1.000000000,1.000000000
01040,44140,1.000000000,1.000000000,1.000000000,1.000000000
01041,44140,1.000000000,1.000000000,1.000000000,1.000000000
01050,44140,1.000000000,1.000000000,1.000000000,1.000000000
01053,44140,1.000000000,1.000000000,1.000000000,1.000000000
01054,44140,1.000000000,1.000000000,1.000000000,1.000000000
01056,44140,1.000000000,1.000000000,1.000000000,1.000000000
01057,44140,1.000000000,1.000000000,1.000000000,1.000000000
01059,44140,0.000000000,1.000000000,0.000000000,1.000000000
01060,44140,1.000000000,1.000000000,1.000000000,1.000000000
01061,44140,1.000000000,1.000000000,1.000000000,1.000000000
01062,44140,1.000000000,1.000000000,1.000000000,1.000000000
01063,44140,0.000000000,1.000000000,1.000000000,1.000000000
01066,44140,0.000000000,1.000000000,1.000000000,1.000000000
01068,49340,1.000000000,1.000000000,1.000000000,1.000000000
01069,44140,1.000000000,1.000000000,1.000000000,1.000000000
01070,44140,0.982817869,1.000000000,1.000000000,0.982993197
01070,38340,0.017182131,0.000000000,0.000000000,0.017006803
01071,44140,1.000000000,1.000000000,1.000000000,1.000000000
01072,44140,1.000000000,1.000000000,1.000000000,1.000000000
01073,44140,1.000000000,1.000000000,1.000000000,1.000000000
01074,49340,0.000000000,1.000000000,1.000000000,1.000000000
01075,44140,1.000000000,1.000000000,1.000000000,1.000000000
01077,44140,1.000000000,1.000000000,1.000000000,1.000000000
01079,44140,0.000000000,1.000000000,1.000000000,1.000000000
01080,44140,1.000000000,1.000000000,1.000000000,1.000000000
01081,44140,1.000000000,1.000000000,1.000000000,1.000000000
01082,49340,0.049453823,0.032432432,0.006472492,0.046027301
01082,44140,0.950546177,0.967567568,0.993527508,0.953972699
01083,49340,0.000000000,0.000000000,1.000000000,1.000000000
01084,44140,1.000000000,0.000000000,1.000000000,1.000000000
01085,44140,1.000000000,1.000000000,1.000000000,1.000000000
01088,44140,1.000000000,1.000000000,1.000000000,1.000000000
01089,44140,1.000000000,1.000000000,1.000000000,1.000000000
01090,44140,1.000000000,1.000000000,1.000000000,1.000000000
01092,49340,0.000000000,0.000000000,1.000000000,1.000000000
01093,44140,0.000000000,0.000000000,1.000000000,1.000000000
01094,49340,0.000000000,1.000000000,1.000000000,1.000000000
01095,44140,1.000000000,1.000000000,1.000000000,1.000000000
01096,44140,1.000000000,1.000000000,1.000000000,1.000000000
01097,44140,0.000000000,0.000000000,1.000000000,1.000000000
01098,44140,1.000000000,1.000000000,1.000000000,1.000000000
01101,44140,1.000000000,1.000000000,1.000000000,1.000000000
01103,44140,1.000000000,1.000000000,1.000000000,1.000000000
01104,44140,1.000000000,1.000000000,1.000000000,1.000000000
01105,44140,1.000000000,1.000000000,1.000000000,1.000000000
01106,44140,1.000000000,1.000000000,1.000000000,1.000000000
01107,44140,1.000000000,1.000000000,1.000000000,1.000000000
01108,44140,1.000000000,1.000000000,1.000000000,1.000000000
01109,44140,1.000000000,1.000000000,1.000000000,1.000000000
01111,44140,0.000000000,1.000000000,0.000000000,1.000000000
01115,44140,0.000000000,1.000000000,1.000000000,1.000000000
01116,44140,1.000000000,1.000000000,1.000000000,1.000000000
01118,44140,1.000000000,1.000000000,1.000000000,1.000000000
01119,44140,1.000000000,1.000000000,1.000000000,1.000000000
01128,44140,1.000000000,1.000000000,1.000000000,1.000000000
01129,44140,1.000000000,1.000000000,1.000000000,1.000000000
01138,44140,1.000000000,1.000000000,1.000000000,1.000000000
01139,44140,1.000000000,1.000000000,1.000000000,1.000000000
01144,44140,0.000000000,1.000000000,1.000000000,1.000000000
01151,44140,1.000000000,1.000000000,1.000000000,1.000000000
01152,44140,0.000000000,1.000000000,1.000000000,1.000000000
01199,44140,0.000000000,1.000000000,0.000000000,1.000000000
01201,38340,1.000000000,1.000000000,1.000000000,1.000000000
01202,38340,1.000000000,1.000000000,1.000000000,1.000000000
01220,38340,1.000000000,1.000000000,1.000000000,1.000000000
01222,38340,1.000000000,1.000000000,1.000000000,1.000000000
01223,38340,0.998595506,1.000000000,1.000000000,0.998624484
01223,44140,0.001404494,0.000000000,0.000000000,0.001375516
01224,38340,1.000000000,0.000000000,1.000000000,1.000000000
01225,38340,1.000000000,1.000000000,1.000000000,1.000000000
01226,38340,1.000000000,1.000000000,1.000000000,1.000000000
01227,38340,1.000000000,1.000000000,1.000000000,1.000000000
01229,38340,0.000000000,1.000000000,1.000000000,1.000000000
01230,38340,1.000000000,1.000000000,1.000000000,1.000000000
01235,44140,0.041216879,0.020408163,0.000000000,0.035390947
01235,38340,0.958783121,0.979591837,1.000000000,0.964609053
01236,38340,1.000000000,1.000000000,1.000000000,1.000000000
01237,38340,1.000000000,1.000000000,1.000000000,1.000000000
01238,38340,1.000000000,1.000000000,1.000000000,1.000000000
01240,38340,1.000000000,1.000000000,1.000000000,1.000000000
01242,38340,0.000000000,0.000000000,1.000000000,1.000000000
